product_id,name,category,subcategory,brand,price,avg_rating,review_count,in_stock,tags,description
prod_0014,Sony Wireless Earbuds SE,Electronics,Accessories,Sony,133.97,3.4,232,True,"['tech', 'noise-cancelling', 'voice-assistant', 'hd', 'wireless', 'portable', 'fast-charge']","Introducing the Sony Wireless Earbuds SE by Sony — a premium electronics solution built for modern lifestyles. Engineered with wireless materials and tech design, it stands out in the accessories market. Whether you're a beginner or professional, this product meets your needs."
prod_0015,Xiaomi Mechanical Keyboard Mini,Electronics,Accessories,Xiaomi,318.32,3.7,104,True,"['usb-c', 'wireless', 'bluetooth', 'portable', 'gadget', 'fast-charge', 'smart', 'voice-assistant', '4k', 'electronics', 'rechargeable']","The Xiaomi Mechanical Keyboard Mini from Xiaomi combines 4k functionality with sleek aesthetics. As a leading accessories product in the Electronics category, it offers portable performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0016,Apple Smart Watch Elite,Electronics,Audio,Apple,438.21,3.7,1370,True,"['waterproof', 'rechargeable', '4k', 'bluetooth', 'noise-cancelling', 'voice-assistant', 'electronics', 'fast-charge', 'usb-c']","Introducing the Apple Smart Watch Elite by Apple — a premium electronics solution built for modern lifestyles. Engineered with rechargeable materials and rechargeable design, it stands out in the audio market. Whether you're a beginner or professional, this product meets your needs."
prod_0017,Logitech Smart Watch,Electronics,Laptops,Logitech,956.84,4.0,41,False,"['rechargeable', 'smart', 'bluetooth', 'electronics', 'tech', 'portable', 'fast-charge', '4k']","The Logitech Smart Watch from Logitech combines 4k functionality with sleek aesthetics. As a leading laptops product in the Electronics category, it offers fast-charge performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0018,Sony Wireless Charger Pro,Electronics,Smartphones,Sony,1254.37,4.4,34,True,"['rechargeable', 'gadget', 'portable', 'waterproof', 'electronics', 'bluetooth', 'usb-c', 'hd', '4k', 'tech']","The Sony Sony Wireless Charger Pro is a top-rated smartphones product designed for professional use. It features gadget and bluetooth technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0019,Sony Webcam Pro,Electronics,Networking,Sony,281.35,4.1,14,True,"['fast-charge', 'portable', 'voice-assistant', 'hd', 'wireless', 'bluetooth', 'gadget', 'tech']","Introducing the Sony Webcam Pro by Sony — a premium electronics solution built for modern lifestyles. Engineered with hd materials and hd design, it stands out in the networking market. Whether you're a beginner or professional, this product meets your needs."
prod_0020,LG Smart Watch Pro,Electronics,Networking,LG,995.15,3.3,187,True,"['usb-c', 'bluetooth', 'tech', 'waterproof', 'voice-assistant', 'rechargeable', 'portable', 'hd', 'electronics']","Introducing the LG Smart Watch Pro by LG — a premium electronics solution built for modern lifestyles. Engineered with voice-assistant materials and usb-c design, it stands out in the networking market. Whether you're a beginner or professional, this product meets your needs."
prod_0021,Anker Power Bank SE,Electronics,Audio,Anker,186.73,4.4,182,True,"['wireless', 'bluetooth', 'electronics', '4k', 'portable', 'fast-charge', 'rechargeable', 'voice-assistant', 'gadget', 'smart']","Introducing the Anker Power Bank SE by Anker — a premium electronics solution built for modern lifestyles. Engineered with fast-charge materials and bluetooth design, it stands out in the audio market. Whether you're a beginner or professional, this product meets your needs."
prod_0022,Anker USB-C Hub SE,Electronics,Audio,Anker,204.02,3.9,103,True,"['hd', 'portable', 'voice-assistant', '4k', 'gadget', 'noise-cancelling', 'bluetooth', 'waterproof', 'rechargeable']","Introducing the Anker USB-C Hub SE by Anker — a premium electronics solution built for modern lifestyles. Engineered with 4k materials and bluetooth design, it stands out in the audio market. Whether you're a beginner or professional, this product meets your needs."
prod_0023,Xiaomi Gaming Mouse Lite,Electronics,Laptops,Xiaomi,993.39,3.3,62,True,"['rechargeable', 'hd', 'waterproof', 'noise-cancelling', 'usb-c', 'tech', 'wireless', 'bluetooth']","The Xiaomi Gaming Mouse Lite from Xiaomi combines noise-cancelling functionality with sleek aesthetics. As a leading laptops product in the Electronics category, it offers bluetooth performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0024,JBL Webcam,Electronics,Smartphones,JBL,869.87,3.8,527,True,"['4k', 'portable', 'smart', 'waterproof', 'wireless', 'gadget', 'electronics', 'tech', 'voice-assistant', 'hd', 'fast-charge']","Introducing the JBL Webcam by JBL — a premium electronics solution built for modern lifestyles. Engineered with 4k materials and voice-assistant design, it stands out in the smartphones market. Whether you're a beginner or professional, this product meets your needs."
prod_0025,Xiaomi Wireless Charger HD,Electronics,Cameras,Xiaomi,486.19,4.2,17,True,"['voice-assistant', 'smart', 'noise-cancelling', '4k', 'rechargeable', 'portable', 'hd', 'waterproof', 'tech', 'usb-c', 'wireless', 'bluetooth']","The Xiaomi Xiaomi Wireless Charger HD is a top-rated cameras product designed for home use. It features 4k and wireless technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0026,Bose Smart Watch Mini,Electronics,Smartphones,Bose,513.73,4.2,93,True,"['tech', 'gadget', 'waterproof', 'wireless', 'portable', 'fast-charge', '4k', 'voice-assistant', 'rechargeable', 'hd']","Introducing the Bose Smart Watch Mini by Bose — a premium electronics solution built for modern lifestyles. Engineered with 4k materials and tech design, it stands out in the smartphones market. Whether you're a beginner or professional, this product meets your needs."
prod_0027,Samsung Power Bank Ultra,Electronics,Accessories,Samsung,723.31,3.7,309,True,"['bluetooth', 'fast-charge', 'portable', 'waterproof', 'rechargeable', 'hd', 'wireless', 'smart']","The Samsung Power Bank Ultra from Samsung combines wireless functionality with sleek aesthetics. As a leading accessories product in the Electronics category, it offers hd performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0028,Sony Gaming Mouse Lite,Electronics,Cameras,Sony,1471.37,4.5,453,True,"['electronics', 'portable', 'noise-cancelling', 'fast-charge', 'hd', 'voice-assistant', 'tech', 'waterproof', 'rechargeable', 'wireless']","Introducing the Sony Gaming Mouse Lite by Sony — a premium electronics solution built for modern lifestyles. Engineered with tech materials and voice-assistant design, it stands out in the cameras market. Whether you're a beginner or professional, this product meets your needs."
prod_0029,Bose Webcam Mini,Electronics,Cameras,Bose,1254.84,3.6,102,True,"['electronics', '4k', 'rechargeable', 'voice-assistant', 'usb-c', 'wireless', 'tech', 'waterproof', 'portable']","Introducing the Bose Webcam Mini by Bose — a premium electronics solution built for modern lifestyles. Engineered with electronics materials and rechargeable design, it stands out in the cameras market. Whether you're a beginner or professional, this product meets your needs."
prod_0030,LG Gaming Mouse Mini,Electronics,Accessories,LG,1153.84,4.2,478,True,"['noise-cancelling', 'voice-assistant', '4k', 'fast-charge', 'tech', 'gadget', 'bluetooth']","Introducing the LG Gaming Mouse Mini by LG — a premium electronics solution built for modern lifestyles. Engineered with 4k materials and tech design, it stands out in the accessories market. Whether you're a beginner or professional, this product meets your needs."
prod_0031,Apple Power Bank,Electronics,Laptops,Apple,375.63,3.8,118,True,"['fast-charge', 'bluetooth', 'hd', 'noise-cancelling', 'tech', '4k', 'electronics', 'usb-c', 'waterproof', 'wireless', 'gadget']","The Apple Apple Power Bank is a top-rated laptops product designed for everyday use. It features waterproof and gadget technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0032,JBL Laptop Stand Ultra,Electronics,Audio,JBL,276.56,3.4,35,True,"['hd', 'bluetooth', 'noise-cancelling', 'rechargeable', 'smart', 'voice-assistant', 'portable', 'waterproof', 'gadget', 'tech']","The JBL Laptop Stand Ultra from JBL combines tech functionality with sleek aesthetics. As a leading audio product in the Electronics category, it offers tech performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0033,JBL Mechanical Keyboard Lite,Electronics,Smartphones,JBL,739.01,4.4,755,True,"['fast-charge', 'bluetooth', 'usb-c', 'waterproof', 'noise-cancelling', '4k', 'rechargeable', 'electronics']","The JBL Mechanical Keyboard Lite from JBL combines electronics functionality with sleek aesthetics. As a leading smartphones product in the Electronics category, it offers waterproof performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0034,JBL Gaming Mouse Pro,Electronics,Wearables,JBL,153.18,4.0,494,True,"['portable', '4k', 'wireless', 'bluetooth', 'hd', 'noise-cancelling', 'usb-c']","Introducing the JBL Gaming Mouse Pro by JBL — a premium electronics solution built for modern lifestyles. Engineered with wireless materials and bluetooth design, it stands out in the wearables market. Whether you're a beginner or professional, this product meets your needs."
prod_0035,Bose USB-C Hub Mini,Electronics,Cameras,Bose,357.35,4.2,68,True,"['wireless', 'usb-c', 'tech', '4k', 'rechargeable', 'gadget', 'voice-assistant', 'hd', 'waterproof', 'smart', 'noise-cancelling']","The Bose Bose USB-C Hub Mini is a top-rated cameras product designed for travel use. It features waterproof and smart technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0036,Samsung Wireless Charger Lite,Electronics,Audio,Samsung,422.35,4.2,939,True,"['rechargeable', 'bluetooth', '4k', 'gadget', 'hd', 'smart']","Introducing the Samsung Wireless Charger Lite by Samsung — a premium electronics solution built for modern lifestyles. Engineered with 4k materials and gadget design, it stands out in the audio market. Whether you're a beginner or professional, this product meets your needs."
prod_0037,Bose Gaming Mouse Plus,Electronics,Smartphones,Bose,1235.84,4.0,970,True,"['smart', 'tech', 'noise-cancelling', 'hd', '4k', 'electronics', 'gadget', 'rechargeable', 'portable']","The Bose Gaming Mouse Plus from Bose combines portable functionality with sleek aesthetics. As a leading smartphones product in the Electronics category, it offers gadget performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0038,LG Wireless Charger Ultra,Electronics,Accessories,LG,684.01,2.7,397,False,"['bluetooth', 'waterproof', 'noise-cancelling', 'portable', 'voice-assistant', 'fast-charge', 'electronics', 'tech', '4k']","The LG Wireless Charger Ultra from LG combines portable functionality with sleek aesthetics. As a leading accessories product in the Electronics category, it offers noise-cancelling performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0039,Anker Gaming Mouse HD,Electronics,Smartphones,Anker,712.82,4.0,103,True,"['wireless', 'bluetooth', '4k', 'waterproof', 'smart', 'tech']","The Anker Anker Gaming Mouse HD is a top-rated smartphones product designed for professional use. It features 4k and tech technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0040,Sony USB-C Hub Lite,Electronics,Wearables,Sony,121.04,4.0,13,True,"['fast-charge', 'bluetooth', 'noise-cancelling', '4k', 'voice-assistant', 'waterproof', 'smart']","The Sony USB-C Hub Lite from Sony combines 4k functionality with sleek aesthetics. As a leading wearables product in the Electronics category, it offers noise-cancelling performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0041,Apple Power Bank Pro,Electronics,Cameras,Apple,1335.79,3.9,227,True,"['usb-c', 'noise-cancelling', 'bluetooth', 'electronics', 'tech', 'wireless', '4k', 'fast-charge', 'smart', 'rechargeable', 'hd']","Introducing the Apple Power Bank Pro by Apple — a premium electronics solution built for modern lifestyles. Engineered with fast-charge materials and tech design, it stands out in the cameras market. Whether you're a beginner or professional, this product meets your needs."
prod_0042,Apple Gaming Mouse Elite,Electronics,Cameras,Apple,621.4,4.7,79,True,"['hd', 'tech', 'gadget', 'usb-c', 'portable', 'smart', 'bluetooth', 'voice-assistant']","The Apple Apple Gaming Mouse Elite is a top-rated cameras product designed for travel use. It features hd and voice-assistant technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0043,Xiaomi Wireless Earbuds,Electronics,Cameras,Xiaomi,1306.01,3.6,81,True,"['portable', 'electronics', 'wireless', 'rechargeable', 'usb-c', 'noise-cancelling', 'smart', '4k', 'voice-assistant']","The Xiaomi Wireless Earbuds from Xiaomi combines usb-c functionality with sleek aesthetics. As a leading cameras product in the Electronics category, it offers 4k performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0044,Lenovo Smart Watch Lite,Electronics,Smartphones,Lenovo,476.46,4.5,220,True,"['rechargeable', 'portable', 'tech', 'wireless', 'fast-charge', 'smart']","The Lenovo Smart Watch Lite from Lenovo combines tech functionality with sleek aesthetics. As a leading smartphones product in the Electronics category, it offers fast-charge performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0045,JBL Gaming Mouse Max,Electronics,Networking,JBL,693.33,3.7,274,True,"['portable', 'wireless', 'noise-cancelling', 'rechargeable', 'gadget', 'tech', 'bluetooth']","Introducing the JBL Gaming Mouse Max by JBL — a premium electronics solution built for modern lifestyles. Engineered with gadget materials and noise-cancelling design, it stands out in the networking market. Whether you're a beginner or professional, this product meets your needs."
prod_0046,Lenovo Power Bank,Electronics,Networking,Lenovo,742.12,4.0,474,True,"['smart', 'rechargeable', 'voice-assistant', 'usb-c', '4k', 'waterproof', 'noise-cancelling']","The Lenovo Power Bank from Lenovo combines waterproof functionality with sleek aesthetics. As a leading networking product in the Electronics category, it offers rechargeable performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0047,Anker Wireless Earbuds Elite,Electronics,Networking,Anker,1120.89,3.6,100,True,"['voice-assistant', 'fast-charge', 'portable', 'waterproof', 'hd', 'gadget', 'smart', 'electronics', 'tech', 'bluetooth', 'usb-c']","The Anker Wireless Earbuds Elite from Anker combines electronics functionality with sleek aesthetics. As a leading networking product in the Electronics category, it offers voice-assistant performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0048,Sony Bluetooth Speaker X,Electronics,Networking,Sony,1175.57,3.8,25,True,"['usb-c', 'noise-cancelling', '4k', 'portable', 'hd', 'tech', 'voice-assistant', 'fast-charge']","The Sony Bluetooth Speaker X from Sony combines hd functionality with sleek aesthetics. As a leading networking product in the Electronics category, it offers portable performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0049,Apple Gaming Mouse Lite,Electronics,Smartphones,Apple,1045.59,4.1,203,True,"['electronics', 'usb-c', 'fast-charge', 'voice-assistant', 'bluetooth', 'waterproof']","The Apple Gaming Mouse Lite from Apple combines voice-assistant functionality with sleek aesthetics. As a leading smartphones product in the Electronics category, it offers bluetooth performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0050,Sony Bluetooth Speaker HD,Electronics,Laptops,Sony,1308.2,4.0,111,True,"['hd', 'wireless', 'smart', 'noise-cancelling', 'gadget', 'waterproof', 'fast-charge', 'bluetooth', '4k', 'voice-assistant']","Introducing the Sony Bluetooth Speaker HD by Sony — a premium electronics solution built for modern lifestyles. Engineered with 4k materials and smart design, it stands out in the laptops market. Whether you're a beginner or professional, this product meets your needs."
prod_0051,Anker USB-C Hub X,Electronics,Audio,Anker,1270.28,3.3,89,True,"['portable', 'waterproof', 'smart', 'tech', 'wireless', 'voice-assistant', 'usb-c']","Introducing the Anker USB-C Hub X by Anker — a premium electronics solution built for modern lifestyles. Engineered with smart materials and portable design, it stands out in the audio market. Whether you're a beginner or professional, this product meets your needs."
prod_0052,Samsung Power Bank X,Electronics,Accessories,Samsung,1251.77,3.8,56,True,"['fast-charge', 'voice-assistant', 'wireless', 'noise-cancelling', 'usb-c', 'waterproof', '4k', 'bluetooth']","The Samsung Power Bank X from Samsung combines fast-charge functionality with sleek aesthetics. As a leading accessories product in the Electronics category, it offers waterproof performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0053,Logitech Webcam Lite,Electronics,Audio,Logitech,313.18,3.9,241,True,"['rechargeable', 'usb-c', 'voice-assistant', 'fast-charge', 'bluetooth', 'gadget', 'hd', 'smart', 'portable', 'noise-cancelling', 'waterproof', 'electronics']","Introducing the Logitech Webcam Lite by Logitech — a premium electronics solution built for modern lifestyles. Engineered with fast-charge materials and waterproof design, it stands out in the audio market. Whether you're a beginner or professional, this product meets your needs."
prod_0054,Xiaomi Mechanical Keyboard Plus,Electronics,Networking,Xiaomi,1189.16,4.9,183,False,"['bluetooth', 'rechargeable', 'tech', 'smart', 'usb-c', 'voice-assistant']","Introducing the Xiaomi Mechanical Keyboard Plus by Xiaomi — a premium electronics solution built for modern lifestyles. Engineered with tech materials and bluetooth design, it stands out in the networking market. Whether you're a beginner or professional, this product meets your needs."
prod_0055,Logitech Power Bank Max,Electronics,Accessories,Logitech,976.76,4.1,135,True,"['waterproof', 'smart', '4k', 'bluetooth', 'hd', 'portable', 'tech', 'gadget', 'electronics', 'noise-cancelling', 'voice-assistant']","Introducing the Logitech Power Bank Max by Logitech — a premium electronics solution built for modern lifestyles. Engineered with bluetooth materials and electronics design, it stands out in the accessories market. Whether you're a beginner or professional, this product meets your needs."
prod_0056,Xiaomi Webcam HD,Electronics,Wearables,Xiaomi,1117.27,3.0,143,True,"['voice-assistant', 'portable', 'hd', 'tech', 'smart', 'noise-cancelling', 'waterproof']","The Xiaomi Xiaomi Webcam HD is a top-rated wearables product designed for home use. It features voice-assistant and noise-cancelling technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0057,Logitech Wireless Charger,Electronics,Smartphones,Logitech,547.63,4.0,2852,True,"['bluetooth', 'wireless', 'tech', 'smart', 'fast-charge', 'waterproof', 'electronics', 'rechargeable', 'portable']","The Logitech Wireless Charger from Logitech combines portable functionality with sleek aesthetics. As a leading smartphones product in the Electronics category, it offers smart performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0058,LG Mechanical Keyboard Lite,Electronics,Networking,LG,1186.14,3.9,213,True,"['electronics', 'bluetooth', 'gadget', 'fast-charge', 'rechargeable', 'waterproof', '4k', 'tech', 'usb-c', 'voice-assistant']","The LG LG Mechanical Keyboard Lite is a top-rated networking product designed for professional use. It features electronics and waterproof technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0059,Anker Wireless Charger Plus,Electronics,Laptops,Anker,1122.31,4.0,36,True,"['smart', 'fast-charge', 'usb-c', 'rechargeable', 'noise-cancelling', 'tech', 'voice-assistant', 'wireless', 'bluetooth']","Introducing the Anker Wireless Charger Plus by Anker — a premium electronics solution built for modern lifestyles. Engineered with wireless materials and smart design, it stands out in the laptops market. Whether you're a beginner or professional, this product meets your needs."
prod_0060,JBL Gaming Mouse Plus,Electronics,Smartphones,JBL,1350.41,4.6,365,True,"['noise-cancelling', 'gadget', 'tech', 'waterproof', 'bluetooth', 'voice-assistant', 'rechargeable', 'usb-c']","Introducing the JBL Gaming Mouse Plus by JBL — a premium electronics solution built for modern lifestyles. Engineered with rechargeable materials and gadget design, it stands out in the smartphones market. Whether you're a beginner or professional, this product meets your needs."
prod_0061,Anker Mechanical Keyboard X,Electronics,Laptops,Anker,607.11,4.4,49,False,"['tech', 'usb-c', 'portable', 'waterproof', 'hd', 'bluetooth', '4k', 'gadget', 'rechargeable', 'wireless', 'electronics']","The Anker Mechanical Keyboard X from Anker combines bluetooth functionality with sleek aesthetics. As a leading laptops product in the Electronics category, it offers portable performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0062,Xiaomi Mechanical Keyboard,Electronics,Accessories,Xiaomi,196.51,4.7,27,True,"['waterproof', 'hd', 'fast-charge', 'portable', 'electronics', 'bluetooth', 'noise-cancelling', 'usb-c']","The Xiaomi Mechanical Keyboard from Xiaomi combines hd functionality with sleek aesthetics. As a leading accessories product in the Electronics category, it offers bluetooth performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0063,Bose Power Bank Max,Electronics,Networking,Bose,1213.72,4.3,2056,False,"['rechargeable', 'fast-charge', 'noise-cancelling', 'waterproof', 'hd', 'voice-assistant', 'electronics', 'bluetooth', '4k', 'tech', 'gadget', 'smart']","Introducing the Bose Power Bank Max by Bose — a premium electronics solution built for modern lifestyles. Engineered with noise-cancelling materials and noise-cancelling design, it stands out in the networking market. Whether you're a beginner or professional, this product meets your needs."
prod_0064,Samsung Bluetooth Speaker SE,Electronics,Wearables,Samsung,334.47,3.5,75,True,"['smart', 'usb-c', 'gadget', 'waterproof', 'bluetooth', '4k', 'tech', 'electronics', 'rechargeable']","The Samsung Bluetooth Speaker SE from Samsung combines tech functionality with sleek aesthetics. As a leading wearables product in the Electronics category, it offers electronics performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0065,LG Wireless Charger Plus,Electronics,Audio,LG,527.58,4.0,81,True,"['bluetooth', 'hd', 'waterproof', 'noise-cancelling', 'smart', 'rechargeable']","The LG LG Wireless Charger Plus is a top-rated audio product designed for home use. It features bluetooth and hd technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0066,Sony USB-C Hub Mini,Electronics,Laptops,Sony,502.26,3.2,161,True,"['smart', '4k', 'portable', 'gadget', 'waterproof', 'fast-charge']","The Sony Sony USB-C Hub Mini is a top-rated laptops product designed for travel use. It features fast-charge and 4k technology for superior performance. Trusted by thousands of customers, it delivers excellent value and durability."
prod_0067,Samsung Webcam Pro,Electronics,Wearables,Samsung,697.74,3.5,261,True,"['waterproof', 'usb-c', 'noise-cancelling', 'portable', 'fast-charge', '4k']","The Samsung Webcam Pro from Samsung combines noise-cancelling functionality with sleek aesthetics. As a leading wearables product in the Electronics category, it offers usb-c performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0068,Logitech Bluetooth Speaker Ultra,Electronics,Wearables,Logitech,1269.06,3.5,953,True,"['portable', 'noise-cancelling', 'voice-assistant', 'rechargeable', 'tech', 'fast-charge', 'bluetooth']","The Logitech Bluetooth Speaker Ultra from Logitech combines portable functionality with sleek aesthetics. As a leading wearables product in the Electronics category, it offers tech performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0069,LG Mechanical Keyboard Elite,Electronics,Accessories,LG,1095.16,3.6,100,True,"['hd', 'waterproof', 'gadget', 'wireless', 'tech', 'fast-charge', 'bluetooth', '4k', 'voice-assistant', 'rechargeable', 'portable', 'electronics']","The LG Mechanical Keyboard Elite from LG combines rechargeable functionality with sleek aesthetics. As a leading accessories product in the Electronics category, it offers 4k performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0070,Lenovo Mechanical Keyboard,Electronics,Accessories,Lenovo,484.47,4.4,33,False,"['tech', 'smart', 'waterproof', 'hd', 'bluetooth', '4k', 'electronics', 'usb-c', 'noise-cancelling']","Introducing the Lenovo Mechanical Keyboard by Lenovo — a premium electronics solution built for modern lifestyles. Engineered with usb-c materials and tech design, it stands out in the accessories market. Whether you're a beginner or professional, this product meets your needs."
prod_0071,Apple Power Bank HD,Electronics,Networking,Apple,768.0,4.1,712,True,"['noise-cancelling', 'rechargeable', 'fast-charge', '4k', 'electronics', 'smart', 'wireless', 'usb-c', 'bluetooth']","The Apple Power Bank HD from Apple combines rechargeable functionality with sleek aesthetics. As a leading networking product in the Electronics category, it offers smart performance. Backed by a manufacturer warranty and thousands of verified purchases."
prod_0072,Sony Wireless Earbuds Max,Electronics,Wearables,Sony,1065.82,3.2,185,True,"['rechargeable', 'voice-assistant', 'noise-cancelling', 'gadget', 'usb-c', 'hd', 'bluetooth', 'portable', 'wireless']","The Sony Wireless Earbuds Max from Sony combines voice-assistant functionality with sleek aesthetics. As a leading wearables product in the Electronics category, it offers wireless performance. Backed by a manufacturer warranty and thousands of verified purchases."
