review_id,user_id,product_id,rating,review_text,helpful_votes,verified_purchase,created_at
rev_0000021,user_05098,prod_0602,3.0,Gets the job done. Nothing to write home about.,4,True,2022-11-09T06:18:54Z
rev_0000022,user_09171,prod_0062,4.5,Exceeded my expectations. 5 stars well deserved.,6,True,2022-10-17T23:09:05Z
rev_0000023,user_05991,prod_0557,3.5,Fair value. Some minor issues but overall functional.,34,True,2022-02-23T22:59:43Z
rev_0000024,user_03947,prod_0721,5.0,My go-to recommendation for friends and family.,0,True,2022-02-13T11:31:16Z
rev_0000025,user_06126,prod_0865,4.5,Love it! Does everything it says on the packaging.,0,True,2024-05-25T16:50:11Z
rev_0000026,user_04401,prod_0297,4.5,Exceeded my expectations. 5 stars well deserved.,5,True,2024-09-14T13:39:05Z
rev_0000027,user_05497,prod_0273,4.0,"Solid product, no complaints. Does the job perfectly.",66,True,2023-02-25T18:11:17Z
rev_0000028,user_06440,prod_0333,4.0,Very happy with this purchase. Great quality for the price.,28,True,2023-03-12T12:28:26Z
rev_0000029,user_02073,prod_0448,2.0,Disappointed with the quality. Expected much better.,6,True,2024-08-18T12:50:27Z
rev_0000030,user_05020,prod_0615,4.5,"Solid product, no complaints. Does the job perfectly.",2,False,2023-07-31T15:55:28Z
rev_0000031,user_09433,prod_0549,3.5,Not bad but not great either. Acceptable quality.,15,False,2023-03-06T00:52:53Z
rev_0000032,user_02240,prod_0986,4.0,Love it! Does everything it says on the packaging.,1,False,2023-03-21T03:41:32Z
rev_0000033,user_00863,prod_0864,4.5,Impressed by the build quality. Will buy again.,9,True,2022-09-02T12:47:17Z
rev_0000034,user_06807,prod_0078,5.0,Impressed by the build quality. Will buy again.,9,True,2022-03-28T17:44:13Z
rev_0000035,user_07419,prod_0539,4.0,Very happy with this purchase. Great quality for the price.,21,True,2024-11-23T09:12:09Z
rev_0000036,user_00297,prod_0166,3.0,Works fine but wish the quality was a bit better.,281,True,2022-08-09T17:27:08Z
rev_0000037,user_01971,prod_0501,5.0,My go-to recommendation for friends and family.,8,True,2022-08-31T23:42:04Z
rev_0000038,user_03427,prod_0169,5.0,Love it! Does everything it says on the packaging.,2,True,2024-02-25T05:52:55Z
rev_0000039,user_07548,prod_0718,4.5,"Excellent product, exactly as described. Highly recommend!",4,False,2022-10-29T08:40:42Z
rev_0000040,user_02681,prod_0354,3.0,Works fine but wish the quality was a bit better.,0,True,2022-08-18T06:28:33Z
rev_0000041,user_03647,prod_0690,4.5,Love it! Does everything it says on the packaging.,1,True,2023-09-24T20:16:41Z
rev_0000042,user_03086,prod_0181,4.0,"Excellent product, exactly as described. Highly recommend!",2,True,2024-09-04T13:59:46Z
rev_0000043,user_05851,prod_0473,2.5,Cheap materials. Fell apart quickly.,2,True,2024-03-17T11:05:27Z
rev_0000044,user_00748,prod_0039,4.5,Works perfectly. Fast delivery and well packaged.,5,False,2022-10-17T10:05:14Z
rev_0000045,user_05240,prod_0935,1.0,Waste of money. Would not recommend.,1,True,2024-06-10T03:45:14Z
rev_0000046,user_02023,prod_0538,4.5,Very happy with this purchase. Great quality for the price.,24,True,2022-09-13T12:11:59Z
rev_0000047,user_00575,prod_0656,4.0,Works perfectly. Fast delivery and well packaged.,4,True,2023-08-31T00:47:27Z
rev_0000048,user_02884,prod_0187,3.5,Average experience. Might look for alternatives next time.,4,True,2023-06-19T08:06:31Z
rev_0000049,user_02095,prod_0158,5.0,Impressed by the build quality. Will buy again.,2,True,2022-08-19T11:12:34Z
rev_0000050,user_02769,prod_0178,4.0,"Solid product, no complaints. Does the job perfectly.",5,True,2024-03-22T05:29:30Z
rev_0000051,user_09886,prod_0511,5.0,Impressed by the build quality. Will buy again.,15,True,2022-12-17T07:19:05Z
rev_0000052,user_02117,prod_0290,2.5,Disappointed with the quality. Expected much better.,1,True,2022-05-23T08:30:48Z
rev_0000053,user_00803,prod_0569,2.0,Not as advertised. Major quality issues.,1,True,2022-07-07T15:29:44Z
rev_0000054,user_08285,prod_0232,3.0,Average experience. Might look for alternatives next time.,2,False,2023-09-08T19:49:20Z
rev_0000055,user_01635,prod_0142,4.5,My go-to recommendation for friends and family.,0,True,2022-10-12T02:26:49Z
rev_0000056,user_01469,prod_0974,5.0,Love it! Does everything it says on the packaging.,1,True,2023-02-12T05:13:36Z
rev_0000057,user_08752,prod_0284,4.0,Exceeded my expectations. 5 stars well deserved.,2,False,2022-11-22T22:39:48Z
rev_0000058,user_03551,prod_0930,1.5,Disappointed with the quality. Expected much better.,16,True,2024-08-01T14:33:52Z
rev_0000059,user_04785,prod_0040,5.0,"Solid product, no complaints. Does the job perfectly.",6,True,2024-10-30T01:08:52Z
rev_0000060,user_03017,prod_0451,4.0,"Solid product, no complaints. Does the job perfectly.",5,True,2023-06-09T08:10:25Z
rev_0000061,user_03459,prod_0373,3.5,Average experience. Might look for alternatives next time.,16,True,2023-01-16T00:55:06Z
rev_0000062,user_01093,prod_0845,4.0,Top quality product. Very satisfied with the results.,3,True,2023-01-03T02:27:10Z
rev_0000063,user_00104,prod_0261,3.0,Fair value. Some minor issues but overall functional.,8,True,2024-10-11T17:06:15Z
rev_0000064,user_09203,prod_0184,3.0,Gets the job done. Nothing to write home about.,3,True,2024-10-23T23:32:12Z
rev_0000065,user_00940,prod_0867,3.5,Average experience. Might look for alternatives next time.,6,True,2023-08-23T19:27:35Z
rev_0000066,user_01037,prod_0546,2.5,Cheap materials. Fell apart quickly.,1,True,2022-04-23T23:15:10Z
rev_0000067,user_02856,prod_0595,1.5,Waste of money. Would not recommend.,0,False,2024-05-29T14:27:05Z
rev_0000068,user_05607,prod_0430,4.5,Very happy with this purchase. Great quality for the price.,3,True,2023-08-08T01:22:24Z
rev_0000069,user_09707,prod_0806,4.5,Fantastic value. Great performance and durable.,37,True,2022-04-04T12:20:55Z
rev_0000070,user_07818,prod_0036,1.5,Poor quality control. Had to return it.,17,True,2022-04-21T11:34:11Z
rev_0000071,user_08129,prod_0350,2.0,Doesn't match the description at all. Very misleading.,19,True,2023-10-30T23:25:48Z
rev_0000072,user_06612,prod_0146,4.0,"Solid product, no complaints. Does the job perfectly.",28,True,2024-01-08T05:07:13Z
rev_0000073,user_03533,prod_0110,4.5,Very happy with this purchase. Great quality for the price.,5,True,2022-10-15T23:15:15Z
rev_0000074,user_02161,prod_0280,2.0,Cheap materials. Fell apart quickly.,6,True,2024-04-03T23:24:43Z
rev_0000075,user_08762,prod_0594,4.0,Impressed by the build quality. Will buy again.,1,True,2024-11-30T00:19:54Z
rev_0000076,user_09367,prod_1000,3.5,Does what it says. Average quality.,2,True,2023-08-17T18:36:48Z
rev_0000077,user_05388,prod_0514,4.5,"Solid product, no complaints. Does the job perfectly.",11,True,2022-10-10T05:51:25Z
rev_0000078,user_03821,prod_0916,3.0,Works fine but wish the quality was a bit better.,27,True,2023-06-27T07:35:38Z
rev_0000079,user_07968,prod_0665,4.5,Top quality product. Very satisfied with the results.,3,True,2023-03-18T07:43:57Z
rev_0000080,user_07864,prod_0013,2.5,Not as advertised. Major quality issues.,2,True,2023-04-26T07:19:13Z
rev_0000081,user_08926,prod_0292,4.0,Top quality product. Very satisfied with the results.,4,True,2023-04-26T19:21:00Z
rev_0000082,user_01459,prod_0232,4.0,"Excellent product, exactly as described. Highly recommend!",11,True,2023-05-29T14:37:33Z
rev_0000083,user_00542,prod_0942,4.5,Top quality product. Very satisfied with the results.,0,True,2024-07-03T18:24:55Z
rev_0000084,user_06327,prod_0903,3.5,Average experience. Might look for alternatives next time.,0,True,2022-06-20T17:44:24Z
rev_0000085,user_09265,prod_0748,4.0,Fantastic value. Great performance and durable.,1,True,2024-12-15T05:05:40Z
rev_0000086,user_06078,prod_0832,2.5,Poor quality control. Had to return it.,0,True,2023-12-20T17:40:57Z
rev_0000087,user_06776,prod_0885,5.0,Fantastic value. Great performance and durable.,2,True,2024-03-25T19:31:58Z
rev_0000088,user_09169,prod_0266,4.0,Exceeded my expectations. 5 stars well deserved.,3,True,2023-11-07T03:58:37Z
rev_0000089,user_04064,prod_0873,5.0,Exceeded my expectations. 5 stars well deserved.,2,True,2023-04-23T12:23:15Z
rev_0000090,user_04218,prod_0259,4.0,"Solid product, no complaints. Does the job perfectly.",39,True,2024-08-01T15:47:09Z
rev_0000091,user_03973,prod_0247,4.0,Impressed by the build quality. Will buy again.,7,True,2023-02-23T20:52:40Z
rev_0000092,user_06717,prod_0135,5.0,My go-to recommendation for friends and family.,7,True,2022-12-15T19:02:22Z
rev_0000093,user_00783,prod_0795,4.5,Top quality product. Very satisfied with the results.,11,True,2022-12-06T11:15:00Z
rev_0000094,user_09431,prod_0317,5.0,"Solid product, no complaints. Does the job perfectly.",0,True,2023-02-23T19:44:30Z
rev_0000095,user_01635,prod_0027,5.0,"Solid product, no complaints. Does the job perfectly.",21,True,2022-04-06T01:50:53Z
rev_0000096,user_02840,prod_0123,4.5,Exceeded my expectations. 5 stars well deserved.,4,True,2024-03-16T13:46:11Z
rev_0000097,user_05698,prod_0711,4.0,Fantastic value. Great performance and durable.,12,True,2024-06-28T16:56:28Z
rev_0000098,user_02162,prod_0647,1.0,Waste of money. Would not recommend.,0,True,2023-11-04T09:20:39Z
rev_0000099,user_04988,prod_0197,3.0,Decent product for the price. Nothing extraordinary.,0,True,2022-08-08T17:05:03Z
rev_0000100,user_05829,prod_0610,3.5,Average experience. Might look for alternatives next time.,15,True,2023-09-04T06:05:00Z
rev_0000101,user_05837,prod_0987,4.0,Fantastic value. Great performance and durable.,7,True,2024-01-03T05:19:30Z
rev_0000102,user_00038,prod_0886,3.0,Not bad but not great either. Acceptable quality.,1,True,2023-02-10T14:11:42Z
rev_0000103,user_05907,prod_0535,4.0,Love it! Does everything it says on the packaging.,1,True,2022-04-23T14:12:44Z
rev_0000104,user_03651,prod_0981,5.0,Exceeded my expectations. 5 stars well deserved.,24,True,2022-10-23T22:07:11Z
rev_0000105,user_06675,prod_0395,2.0,Waste of money. Would not recommend.,0,True,2022-10-12T10:53:42Z
rev_0000106,user_04344,prod_0388,2.0,Not as advertised. Major quality issues.,52,True,2023-10-08T17:52:05Z
rev_0000107,user_08265,prod_0597,4.0,My go-to recommendation for friends and family.,1,True,2022-02-20T18:00:31Z
rev_0000108,user_09047,prod_0594,4.5,Works perfectly. Fast delivery and well packaged.,11,True,2023-03-12T20:46:20Z
rev_0000109,user_06250,prod_0373,3.5,Does what it says. Average quality.,2,True,2024-01-27T23:41:41Z
rev_0000110,user_07179,prod_0519,3.5,Decent product for the price. Nothing extraordinary.,11,True,2023-05-10T19:55:07Z
rev_0000111,user_00958,prod_0979,5.0,"Excellent product, exactly as described. Highly recommend!",1,True,2024-05-18T12:10:56Z
rev_0000112,user_09987,prod_0685,3.5,Works fine but wish the quality was a bit better.,3,True,2022-09-05T17:57:33Z
rev_0000113,user_03260,prod_0314,4.5,Impressed by the build quality. Will buy again.,4,False,2022-01-26T05:32:06Z
rev_0000114,user_02203,prod_0327,3.5,Decent product for the price. Nothing extraordinary.,0,True,2022-12-07T22:02:47Z
rev_0000115,user_03233,prod_0120,4.5,Very happy with this purchase. Great quality for the price.,13,True,2023-10-27T12:39:20Z
rev_0000116,user_07476,prod_0363,4.0,Top quality product. Very satisfied with the results.,2,True,2023-06-24T15:01:16Z
rev_0000117,user_05165,prod_0015,3.0,Not bad but not great either. Acceptable quality.,3,False,2022-09-26T19:27:24Z
rev_0000118,user_03782,prod_0503,5.0,Works perfectly. Fast delivery and well packaged.,1,True,2022-12-03T18:19:26Z
rev_0000119,user_04438,prod_0394,3.0,Average experience. Might look for alternatives next time.,0,False,2024-06-22T08:55:23Z
rev_0000120,user_00269,prod_0722,1.5,Poor quality control. Had to return it.,3,True,2023-08-03T21:37:42Z
rev_0000121,user_00959,prod_0466,4.0,My go-to recommendation for friends and family.,167,True,2022-06-07T19:33:37Z
rev_0000122,user_07804,prod_0819,5.0,Love it! Does everything it says on the packaging.,14,False,2024-07-22T04:28:21Z
rev_0000123,user_02997,prod_0737,4.5,Impressed by the build quality. Will buy again.,4,True,2023-11-16T14:43:11Z
rev_0000124,user_02525,prod_0301,4.0,Very happy with this purchase. Great quality for the price.,3,True,2023-05-07T21:51:43Z
rev_0000125,user_09811,prod_0905,4.0,Love it! Does everything it says on the packaging.,4,True,2023-03-14T16:18:18Z
rev_0000126,user_04174,prod_0603,5.0,Top quality product. Very satisfied with the results.,10,True,2022-10-19T11:13:20Z
rev_0000127,user_07396,prod_0520,3.0,Does what it says. Average quality.,0,False,2022-03-15T05:44:26Z
rev_0000128,user_01954,prod_0796,3.0,Gets the job done. Nothing to write home about.,23,True,2024-08-12T02:41:26Z
rev_0000129,user_00820,prod_0199,2.5,Not as advertised. Major quality issues.,13,True,2022-02-26T00:10:40Z
rev_0000130,user_03696,prod_0556,4.5,"Solid product, no complaints. Does the job perfectly.",13,True,2023-07-06T09:51:17Z
rev_0000131,user_02920,prod_0845,3.5,"OK product. Arrived on time, works as expected.",8,True,2023-08-26T10:37:14Z
rev_0000132,user_04171,prod_0143,3.5,Works fine but wish the quality was a bit better.,4,True,2022-08-21T11:29:15Z
rev_0000133,user_02365,prod_0226,4.0,Exceeded my expectations. 5 stars well deserved.,12,True,2024-09-30T14:27:06Z
rev_0000134,user_06267,prod_0230,4.5,"Excellent product, exactly as described. Highly recommend!",10,True,2022-10-31T16:50:36Z
rev_0000135,user_03316,prod_0868,5.0,"Excellent product, exactly as described. Highly recommend!",2,True,2024-03-16T13:30:07Z
rev_0000136,user_08178,prod_0149,1.5,Not as advertised. Major quality issues.,1,False,2022-09-16T04:45:43Z
rev_0000137,user_00170,prod_0989,5.0,Fantastic value. Great performance and durable.,5,False,2023-05-02T13:45:19Z
rev_0000138,user_03105,prod_0295,4.5,Works perfectly. Fast delivery and well packaged.,45,True,2024-09-12T21:52:15Z
rev_0000139,user_03428,prod_0907,4.0,Exceeded my expectations. 5 stars well deserved.,0,True,2024-02-13T15:05:20Z
rev_0000140,user_07769,prod_0532,2.5,Poor quality control. Had to return it.,0,False,2022-05-06T03:14:55Z
rev_0000141,user_06544,prod_0022,3.0,Decent product for the price. Nothing extraordinary.,5,True,2024-06-08T15:58:32Z
rev_0000142,user_02584,prod_0434,2.0,Stopped working after two weeks. Very unreliable.,4,True,2022-08-24T13:21:13Z
rev_0000143,user_09690,prod_0171,4.0,Love it! Does everything it says on the packaging.,5,True,2024-11-04T06:49:42Z
rev_0000144,user_02526,prod_0533,4.5,Works perfectly. Fast delivery and well packaged.,6,False,2023-08-09T14:57:10Z
rev_0000145,user_01246,prod_0427,2.0,Cheap materials. Fell apart quickly.,3,False,2022-11-15T02:06:26Z
rev_0000146,user_01753,prod_0699,2.5,Waste of money. Would not recommend.,41,True,2022-12-15T16:05:06Z
rev_0000147,user_02573,prod_0382,1.5,Poor quality control. Had to return it.,0,True,2023-08-02T01:23:07Z
rev_0000148,user_04851,prod_0745,4.5,Love it! Does everything it says on the packaging.,1,True,2024-04-12T07:31:47Z
rev_0000149,user_08184,prod_0869,3.0,Does what it says. Average quality.,3,True,2023-02-12T05:25:55Z
rev_0000150,user_09114,prod_0100,4.0,Works perfectly. Fast delivery and well packaged.,0,True,2024-11-12T14:04:38Z
rev_0000151,user_00016,prod_0680,4.0,Top quality product. Very satisfied with the results.,3,True,2024-03-25T15:41:52Z
rev_0000152,user_07872,prod_0081,5.0,Love it! Does everything it says on the packaging.,54,True,2023-03-14T17:06:31Z
rev_0000153,user_06543,prod_0211,4.5,Impressed by the build quality. Will buy again.,4,True,2022-10-08T01:47:43Z
rev_0000154,user_01832,prod_0822,5.0,Works perfectly. Fast delivery and well packaged.,6,False,2022-10-12T07:32:41Z
rev_0000155,user_00281,prod_0017,1.5,Waste of money. Would not recommend.,0,True,2022-06-25T04:17:31Z
rev_0000156,user_04611,prod_0311,4.5,Very happy with this purchase. Great quality for the price.,1,False,2024-08-13T08:45:45Z
rev_0000157,user_07316,prod_0728,4.5,"Solid product, no complaints. Does the job perfectly.",2,True,2024-12-08T21:28:23Z
rev_0000158,user_08632,prod_0402,3.5,Decent product for the price. Nothing extraordinary.,2,False,2023-11-03T01:47:28Z
rev_0000159,user_06919,prod_0404,2.5,Cheap materials. Fell apart quickly.,30,True,2022-09-08T13:27:47Z
rev_0000160,user_08835,prod_0500,5.0,"Excellent product, exactly as described. Highly recommend!",10,True,2022-03-14T02:24:41Z
rev_0000161,user_05352,prod_0250,3.0,Not bad but not great either. Acceptable quality.,0,True,2022-01-03T23:14:49Z
rev_0000162,user_05821,prod_0531,5.0,"Solid product, no complaints. Does the job perfectly.",6,True,2024-05-27T00:08:41Z
rev_0000163,user_01024,prod_0102,4.0,Top quality product. Very satisfied with the results.,9,True,2023-01-15T03:25:33Z
rev_0000164,user_03722,prod_0702,3.5,Gets the job done. Nothing to write home about.,24,True,2022-11-13T15:57:12Z
rev_0000165,user_03515,prod_0285,3.0,Works fine but wish the quality was a bit better.,47,True,2024-09-07T09:20:07Z
rev_0000166,user_08886,prod_0827,4.0,Love it! Does everything it says on the packaging.,0,True,2023-01-20T23:51:09Z
rev_0000167,user_07112,prod_0028,1.0,Poor quality control. Had to return it.,1,True,2022-09-01T15:50:22Z
rev_0000168,user_03296,prod_0822,3.0,Not bad but not great either. Acceptable quality.,0,True,2022-10-18T05:42:44Z
rev_0000169,user_07555,prod_0017,4.0,"Excellent product, exactly as described. Highly recommend!",3,True,2024-01-20T04:38:42Z
rev_0000170,user_08078,prod_0167,3.5,Works fine but wish the quality was a bit better.,9,True,2022-09-17T12:00:23Z
rev_0000171,user_00103,prod_0799,5.0,Exceeded my expectations. 5 stars well deserved.,19,True,2022-04-27T14:27:10Z
rev_0000172,user_02088,prod_0474,3.0,Does what it says. Average quality.,3,True,2024-07-10T20:19:54Z
rev_0000173,user_06865,prod_0899,4.5,Exceeded my expectations. 5 stars well deserved.,2,True,2024-02-12T19:20:43Z
rev_0000174,user_02920,prod_0513,5.0,Works perfectly. Fast delivery and well packaged.,5,True,2023-08-09T10:44:47Z
rev_0000175,user_06040,prod_0882,4.5,"Solid product, no complaints. Does the job perfectly.",1,True,2024-06-11T20:05:21Z
rev_0000176,user_01544,prod_0295,3.0,"OK product. Arrived on time, works as expected.",102,True,2022-12-14T05:16:09Z
rev_0000177,user_09869,prod_0966,1.5,Not as advertised. Major quality issues.,0,True,2022-08-01T01:13:34Z
rev_0000178,user_09492,prod_0733,4.5,Works perfectly. Fast delivery and well packaged.,5,True,2023-10-03T00:41:13Z
rev_0000179,user_06932,prod_0078,2.5,Stopped working after two weeks. Very unreliable.,93,True,2024-05-23T17:07:44Z
rev_0000180,user_00064,prod_0907,4.5,Top quality product. Very satisfied with the results.,4,True,2023-07-01T17:23:54Z
rev_0000181,user_09355,prod_0071,2.5,Waste of money. Would not recommend.,3,False,2023-12-19T18:13:26Z
rev_0000182,user_03974,prod_0118,4.5,Impressed by the build quality. Will buy again.,2,True,2024-06-22T08:49:20Z
rev_0000183,user_08789,prod_0644,4.0,"Solid product, no complaints. Does the job perfectly.",3,True,2023-02-17T00:09:33Z
rev_0000184,user_04752,prod_0708,3.0,Gets the job done. Nothing to write home about.,35,True,2023-05-23T11:01:44Z
rev_0000185,user_02801,prod_0835,1.5,Not as advertised. Major quality issues.,0,False,2023-09-14T17:05:16Z
rev_0000186,user_04750,prod_0626,3.5,"OK product. Arrived on time, works as expected.",44,True,2023-01-28T11:56:49Z
rev_0000187,user_05875,prod_0829,3.0,Not bad but not great either. Acceptable quality.,0,True,2022-03-05T22:08:46Z
rev_0000188,user_05405,prod_0716,4.5,"Solid product, no complaints. Does the job perfectly.",3,True,2024-01-06T21:48:57Z
rev_0000189,user_04292,prod_0208,4.0,Impressed by the build quality. Will buy again.,2,False,2023-11-26T12:16:58Z
rev_0000190,user_06072,prod_0517,1.0,Cheap materials. Fell apart quickly.,10,True,2024-11-20T12:26:10Z
rev_0000191,user_06608,prod_0333,3.5,Works fine but wish the quality was a bit better.,0,True,2022-05-31T19:49:47Z
rev_0000192,user_09142,prod_0145,2.5,Waste of money. Would not recommend.,8,True,2024-06-03T15:50:10Z
rev_0000193,user_00849,prod_0123,5.0,Very happy with this purchase. Great quality for the price.,93,True,2022-09-09T15:37:45Z
rev_0000194,user_06791,prod_0915,3.0,Not bad but not great either. Acceptable quality.,0,True,2024-12-04T15:58:09Z
rev_0000195,user_02014,prod_0545,4.0,Exceeded my expectations. 5 stars well deserved.,5,False,2024-07-13T18:36:59Z
rev_0000196,user_00709,prod_0666,5.0,My go-to recommendation for friends and family.,1,True,2023-09-15T17:29:22Z
rev_0000197,user_06132,prod_0515,5.0,Works perfectly. Fast delivery and well packaged.,8,False,2023-06-19T16:26:41Z
rev_0000198,user_09788,prod_0303,4.5,Works perfectly. Fast delivery and well packaged.,4,True,2022-10-08T20:42:50Z
rev_0000199,user_02047,prod_0773,4.5,Exceeded my expectations. 5 stars well deserved.,1,True,2022-02-15T16:05:42Z
rev_0000200,user_04238,prod_0972,4.0,Exceeded my expectations. 5 stars well deserved.,9,True,2023-05-21T22:14:30Z
rev_0000201,user_06101,prod_0587,3.5,Not bad but not great either. Acceptable quality.,67,True,2023-05-01T12:19:44Z
rev_0000202,user_00101,prod_0381,4.0,Fantastic value. Great performance and durable.,3,True,2022-09-16T05:17:06Z
rev_0000203,user_09764,prod_0725,1.5,Poor quality control. Had to return it.,13,True,2022-04-16T14:49:50Z
rev_0000204,user_07739,prod_0730,4.5,Top quality product. Very satisfied with the results.,0,True,2023-10-24T03:28:08Z
rev_0000205,user_04436,prod_0980,4.5,My go-to recommendation for friends and family.,1,True,2024-11-14T17:48:16Z
rev_0000206,user_05264,prod_0044,3.0,"OK product. Arrived on time, works as expected.",9,True,2023-06-22T22:04:49Z
rev_0000207,user_02293,prod_0671,1.5,Cheap materials. Fell apart quickly.,41,True,2024-08-13T06:54:54Z
rev_0000208,user_01377,prod_0918,2.5,Disappointed with the quality. Expected much better.,7,True,2024-07-19T23:00:51Z
rev_0000209,user_01520,prod_0117,4.5,Fantastic value. Great performance and durable.,2,True,2023-07-08T23:49:55Z
rev_0000210,user_02313,prod_0622,4.5,Exceeded my expectations. 5 stars well deserved.,4,False,2023-12-18T12:25:35Z
rev_0000211,user_01952,prod_0549,5.0,Top quality product. Very satisfied with the results.,0,True,2023-03-26T13:03:11Z
rev_0000212,user_09881,prod_0266,3.0,Decent product for the price. Nothing extraordinary.,11,True,2022-07-13T21:19:11Z
rev_0000213,user_08682,prod_0022,3.0,Not bad but not great either. Acceptable quality.,16,True,2024-09-27T21:36:30Z
rev_0000214,user_08539,prod_0534,2.5,Not as advertised. Major quality issues.,2,True,2022-09-29T23:33:05Z
rev_0000215,user_09123,prod_0225,4.5,"Excellent product, exactly as described. Highly recommend!",2,True,2024-05-11T22:22:47Z
rev_0000216,user_07124,prod_0839,3.0,Fair value. Some minor issues but overall functional.,6,True,2024-10-23T15:54:28Z
rev_0000217,user_03485,prod_0604,3.5,Decent product for the price. Nothing extraordinary.,2,False,2024-05-26T23:01:10Z
rev_0000218,user_01760,prod_0176,4.0,Love it! Does everything it says on the packaging.,4,True,2024-01-15T09:31:42Z
rev_0000219,user_07254,prod_0222,4.0,Very happy with this purchase. Great quality for the price.,104,True,2022-12-15T17:21:58Z
rev_0000220,user_03440,prod_0748,4.5,Love it! Does everything it says on the packaging.,3,True,2023-10-30T23:59:43Z
rev_0000221,user_04293,prod_0088,3.0,Decent product for the price. Nothing extraordinary.,2,True,2022-06-24T05:50:03Z
rev_0000222,user_00791,prod_0142,3.5,Decent product for the price. Nothing extraordinary.,1,True,2022-12-30T10:22:58Z
rev_0000223,user_05577,prod_0382,4.0,My go-to recommendation for friends and family.,13,True,2023-03-23T14:23:53Z
rev_0000224,user_02789,prod_0280,5.0,My go-to recommendation for friends and family.,3,True,2024-11-06T19:06:36Z
rev_0000225,user_07501,prod_0567,4.0,Fantastic value. Great performance and durable.,1,True,2024-02-01T14:53:58Z
rev_0000226,user_05384,prod_0804,4.5,My go-to recommendation for friends and family.,32,True,2024-07-09T03:52:40Z
rev_0000227,user_00842,prod_0019,4.5,My go-to recommendation for friends and family.,37,True,2024-10-26T06:34:16Z
rev_0000228,user_01213,prod_0257,3.5,Average experience. Might look for alternatives next time.,1,True,2023-12-19T21:09:38Z
rev_0000229,user_00236,prod_0607,4.0,Exceeded my expectations. 5 stars well deserved.,0,True,2022-06-03T14:34:14Z
rev_0000230,user_04357,prod_0413,4.5,Works perfectly. Fast delivery and well packaged.,20,True,2023-08-31T17:41:12Z
rev_0000231,user_08575,prod_0227,4.5,Impressed by the build quality. Will buy again.,1,True,2023-06-15T20:12:29Z
rev_0000232,user_07118,prod_0925,4.5,"Solid product, no complaints. Does the job perfectly.",14,True,2024-02-03T19:18:43Z
rev_0000233,user_08828,prod_0447,5.0,"Excellent product, exactly as described. Highly recommend!",0,True,2024-08-16T18:42:08Z
rev_0000234,user_09386,prod_0532,4.0,"Solid product, no complaints. Does the job perfectly.",17,False,2023-05-06T07:16:28Z
rev_0000235,user_02422,prod_0565,4.5,Impressed by the build quality. Will buy again.,0,True,2023-08-04T11:23:00Z
rev_0000236,user_01466,prod_0871,4.5,"Excellent product, exactly as described. Highly recommend!",13,True,2023-12-23T20:30:19Z
